year,code,destination,net_mass,fob_etb,fob_usd
2016,71031000,France,11.4,125713.09,5787.34
2016,11061000,Canada,7758.0,499610.82,23000.12
2016,19041000,Canada,7087.0,441822.97,20339.79
2016,7129090,Switzerland,6428.55,313178.69,14417.52
2016,5111000,Nigeria,37050.0,301507.9,13880.24
2016,4090000,Yemen,5180.0,335466.1,15443.55
2016,63052000,United States,514.76,257277.35,11844.04
2016,64061000,Hong Kong,133.82,65753.31,3027.02
2016,9041200,Netherlands,10561.6,1935355.47,89096.16
2016,7129090,Norway,17531.56,794334.62,36568.05
2016,7129090,Spain,132.18,98829.25,4549.71
2016,22011000,Somalia,18050.0,148926.46,6855.99
2016,12129300,Djibouti,24527.0,209871.59,9661.66
2016,9109900,United States,11855.0,1305022.57,60078.11
2016,12091000,Saudi Arabia,700.0,53649.53,2469.81
2016,39231000,Sudan,1050.0,52568.85,2420.06
2016,9012100,France,255.0,52282.18,2406.87
2016,9083200,Canada,800.0,51082.32,2351.63
2016,6031900,France,4093.01,345396.57,15900.7
2016,71031000,Kuwait,1.72,43109.23,1984.58
2016,42022900,Bahamas,15.0,42425.7,1953.11
2016,1062000,Hong Kong,430.0,40578.49,1868.07
2016,9092100,Djibouti,105039.0,3137288.57,144428.42
2016,7129090,Philippines,1295.42,987539.09,45462.41
2016,44190010,United States,250.0,32804.5,1510.19
2016,85489000,Germany,700.0,31956.75,1471.16
2016,6021000,Spain,23611.0,8923443.19,410800.21
2016,7041000,Djibouti,43071.0,227783.72,10486.26
2016,7129090,Angola,840.82,636733.57,29312.71
2016,11062000,Canada,2487.0,181953.68,8376.43
2016,7031000,Somalia,998889.0,5442822.56,250566.13
2016,11042900,United States,5264.0,276413.48,12724.99
2016,71031000,Germany,40.63,850992.62,39176.36
2016,9019000,Djibouti,33957.0,296899.3,13668.07
2016,9109100,United States,2735.0,432862.83,19927.31
2016,6031100,Sudan,969.76,80192.94,3691.77
2016,12129900,Djibouti,11283.72,96727.84,4452.97
2016,61044200,Israel,1813.0,620483.81,28564.63
2016,8129000,Djibouti,72233.0,251997.72,11600.99
2016,11061000,Germany,18981.0,1819782.16,83775.61
2016,7129090,Uganda,797.45,579290.98,26668.28
2016,8071100,Djibouti,78780.0,248916.82,11459.15
2016,7081000,Germany,2792.4,119905.31,5519.96
2016,7093000,Djibouti,63797.0,388921.02,17904.37
2016,19059020,Qatar,15071.0,836888.04,38527.04
2016,9041200,Switzerland,12702.0,2164279.28,99634.91
2016,6031100,Belgium,5973.88,499088.07,22976.05
2016,8101000,Qatar,6910.0,371445.88,17099.91
2016,57050000,United States,785.0,228121.08,10501.81
2016,6021000,Uganda,1538.0,343536.61,15815.09
2016,44201010,United Kingdom,141.0,46643.05,2147.26
2016,9109900,Canada,3798.0,215802.36,9934.69
2016,94036000,United States,4014.64,72298.06,3328.31
2016,7094000,Djibouti,86202.0,348486.22,16042.93
2016,8101000,Djibouti,5691.0,380635.0,17522.95
2016,6021000,"Korea, Republic of",221.0,74906.09,3448.38
2016,7149000,Djibouti,74425.0,276940.39,12749.24
2016,12119000,Ireland,1104.0,158926.15,7316.33
2016,9101100,Djibouti,3528.0,76292.35,3512.2
2016,6031900,United States,204809.59,23342557.72,1074599.48
2016,12040000,Sudan,4000.0,77228.1,3555.27
2016,12119000,Russian Federation,3514.0,322723.56,14856.93
2016,4090000,United Kingdom,23052.0,1927452.28,88732.32
2016,69120010,Israel,8951.0,207475.61,9551.36
2016,7082000,United Kingdom,141712.9,7246381.4,333594.88
2016,41131000,Viet Nam,7482.0,3228670.1,148635.27
2016,42022190,United Arab Emirates,28.0,31563.18,1453.04
2016,46029000,Canada,360.0,30649.39,1410.98
2016,8045000,Saudi Arabia,432.0,27678.79,1274.22
2016,7129090,Guinea-Bissau,35.7,26665.45,1227.57
2016,11061000,Kuwait,300.0,25308.16,1165.09
2016,10049000,Canada,1020.0,23880.98,1099.39
2016,9041200,Belgium,143.45,22057.9,1015.46
2016,7099900,Morocco,29.0,21659.61,997.12
2016,2068000,Sudan,986.0,21042.12,968.7
2016,5119990,United States,609.45,3422360.56,157552.01
2016,73239400,United States,681.11,92895.71,4276.56
2016,9109100,Norway,69.0,19745.25,908.99
2016,44092100,South Sudan,1000.0,18250.51,840.18
2016,69111000,United States,743.0,43561.67,2005.4
2016,7129090,Niger,212.49,161642.69,7441.39
2016,7129090,Canada,894.69,681514.54,31374.25
2016,64039900,Hong Kong,4524.0,2276641.46,104807.6
2016,42022190,Sweden,100.4,121291.72,5583.79
2016,19041000,Sweden,2699.0,212553.09,9785.1
2016,6031900,"Korea, Republic of",353.76,46917.92,2159.91
2016,52021000,Djibouti,12920.0,176930.79,8145.2
2016,19059090,Canada,1730.0,206177.66,9491.61
2016,6031100,Cyprus,1136.96,94046.49,4329.53
2016,7082000,Djibouti,34924.0,190189.7,8755.59
2016,16023900,United States,440.0,169358.17,7796.58
2016,12119000,Norway,4125.0,169257.09,7791.93
2016,42022290,United States,280.24,159960.39,7363.95
2016,64051000,Australia,32.5,48153.04,2216.78
2016,8101000,Seychelles,9187.5,409051.14,18831.1
2016,62071900,United States,10413.97,421870.56,19421.26
2016,7129090,Italy,101.4,76370.88,3515.81
2016,7129090,Zimbabwe,249.13,187523.2,8632.83
2016,7082000,Saudi Arabia,1700.0,90631.96,4172.34
2016,7082000,South Africa,23703.0,127176.1,5854.68
2016,6021000,Canada,39170.0,20174415.2,928750.68
2016,6031100,Greece,1784.64,147940.63,6810.61
2016,8109000,Djibouti,9635.0,108057.67,4974.55
2016,11029000,South Africa,17300.0,563085.26,25922.22
2016,12040000,Djibouti,3530.0,45738.47,2105.61
2016,7101000,Djibouti,8470.0,183049.67,8426.89
2016,25010090,South Sudan,26000.0,100060.27,4606.39
2016,7069090,Djibouti,11194.0,145346.55,6691.18
2016,7129090,Sri Lanka,1194.41,912263.83,41997.03
2016,21032000,United Arab Emirates,6659.5,128285.61,5905.77
2016,25162000,South Sudan,153600.0,25655.74,1181.09
2016,7129090,Guinea,307.7,232226.41,10690.79
2016,7129090,South Africa,3881.59,2675469.64,123168.09
2016,11062000,Sweden,1850.0,137831.03,6345.19
2016,10041000,Djibouti,71631.0,921193.89,42408.14
2016,75089000,Uganda,195.0,246980.3,11370.0
2016,33049900,Djibouti,16758.0,146653.57,6751.36
2016,9022000,United States,861.0,102116.21,4701.03
2016,6031100,Nigeria,2805.44,234662.26,10802.92
2016,6021000,Russian Federation,66.0,16583.21,763.43
2016,11061000,Australia,2375.0,193477.93,8906.97
2016,6021000,Turkey,35.0,16244.91,747.85
2016,9024000,Somalia,104.0,15742.1,724.7
2016,7129090,Estonia,20.4,15248.96,702.0
2016,61171000,United States,104.25,112569.41,5182.25
2016,19042000,Norway,110.0,14004.62,644.72
2016,12093000,Djibouti,120.0,11868.72,546.39
2016,52030000,Djibouti,343.0,11711.88,539.17
2016,9109900,Belgium,30.0,10074.03,463.77
2016,42022900,Japan,3.0,7447.97,342.88
2016,7129090,Senegal,81.94,61561.28,2834.04
2016,7049000,Somalia,10790.0,50180.87,2310.13
2016,11029000,Canada,1804.0,93522.29,4305.4
2016,87089900,Germany,398.0,27773.36,1278.57
2016,9109900,Norway,127.0,33311.39,1533.53
2016,69120010,Saudi Arabia,4010.0,154847.53,7128.57
2016,9109900,Saudi Arabia,87800.0,5986458.5,275592.98
2016,69120010,Canada,1213.0,43076.32,1983.06
2016,7129090,Pakistan,180.1,137989.71,6352.5
2016,11010000,South Africa,4725.0,153741.01,7077.63
2016,6031100,Cameroon,868.26,72602.79,3342.34
2016,7102200,South Africa,810.0,17372.96,799.78
2016,12101000,Canada,670.0,19555.52,900.25
2016,7051900,Djibouti,10290.0,26379.31,1214.4
2016,7129090,Malta,62.38,47462.43,2184.98
2016,7129090,Nepal,193.45,147663.7,6797.85
2016,94016900,United States,476.0,73580.95,3387.38
2016,64051000,United Kingdom,74.0,106624.77,4908.6
2016,19059020,Germany,4928.0,106923.49,4922.34
2016,7129090,United Republic of Tanzania,84.4,63273.15,2912.84
2016,11061000,Netherlands,1522.0,209052.03,9623.93
2016,39251000,South Sudan,800.0,19415.71,893.82
2016,7129090,Belgium,29.92,22468.37,1034.36
2016,19059020,Belgium,770.0,45485.31,2093.97
2016,7129090,Morocco,147.22,111977.97,5155.02
2016,6031900,Hong Kong,2834.52,268137.5,12343.99
2016,39269090,United States,256.11,16577.38,763.15
2016,69120010,South Africa,2787.0,101934.93,4692.69
2016,44190010,Canada,295.0,14059.51,647.24
2016,12102000,Canada,590.0,16839.84,775.24
2016,11029000,Norway,300.0,65662.7,3022.86
2016,4090000,Saudi Arabia,1488.0,86351.47,3975.28
2016,6021000,Lebanon,148.0,83250.89,3832.54
2016,9083200,United States,150.0,35521.48,1635.27
2016,73219000,South Africa,375.0,37847.19,1742.33
2016,11029000,Sweden,1078.5,59242.54,2727.29
2016,64051000,Germany,792.0,941078.14,43323.52
2016,12119000,Djibouti,643.0,83723.55,3854.29
2016,12102000,United States,5300.26,243479.12,11208.81
2016,7131000,Sudan,3439.0,37834.11,1741.73
2016,19059020,France,2350.0,186034.34,8564.28
2016,21032000,Somalia,102.0,6996.18,322.08
2016,11061000,Belgium,80.0,6822.62,314.09
2016,6031100,Egypt,79.2,6530.95,300.66
2016,8101000,Norway,50.0,6396.2,294.46
2016,7129090,Denmark,8.5,6348.91,292.28
2016,8043000,Saudi Arabia,98.0,6278.98,289.06
2016,73239300,United States,100.0,6193.55,285.13
2016,8101000,Belgium,50.0,6063.48,279.14
2016,7097000,Djibouti,67.0,6024.27,277.33
2016,63052000,Bahamas,5.0,5762.04,265.26
2016,7129090,Argentina,7.65,5708.61,262.8
2016,7129090,Malaysia,410.2,313311.69,14423.63
2016,8054000,Belgium,30.0,4850.83,223.31
2016,64051000,Finland,3.0,4320.71,198.91
2016,9022000,Germany,92.89,4281.17,197.09
2016,44071000,South Sudan,9800.0,93296.23,4295.0
2016,19059020,Nigeria,1020.0,44176.73,2033.71
2016,20089900,Somalia,60.0,3847.38,177.12
2016,2013000,Kuwait,25.4,3830.6,176.35
2016,6021000,Malaysia,411.0,65734.46,3026.16
2016,11041900,United States,140.0,9691.07,446.13
2016,9041200,Finland,120.0,18502.66,851.79
2016,42050000,United States,572.12,848544.1,39063.63
2016,11071000,United States,745.0,42889.73,1974.48
2016,7129090,Slovakia,16.57,12411.66,571.39
2016,7129090,Singapore,73.35,55430.44,2551.81
2016,7052900,Djibouti,14860.0,39762.98,1830.54
2016,6031900,Bahrain,1218.8,124148.89,5715.33
2016,61099000,Canada,836.27,132290.35,6090.13
2016,9109900,Netherlands,93.0,18595.03,856.04
2016,7142000,Djibouti,7272.0,31757.25,1461.99
2016,11010000,Sweden,600.0,32556.47,1498.77
2016,7129090,Finland,19.97,14995.39,690.33
2016,7032000,Somalia,17476.0,395541.9,18209.2
2016,19059090,Switzerland,285.0,61087.11,2812.22
2016,64051000,Austria,63.5,85216.53,3923.04
2016,7082000,Belgium,26703.9,640197.34,29472.16
2016,25171000,South Sudan,532000.0,46446.24,2138.21
2016,11061000,France,200.0,14580.9,671.25
2016,9109900,Germany,1163.0,99423.47,4577.06
2016,6031100,Seychelles,1156.32,97535.65,4490.16
2016,7129090,Portugal,31.44,23806.55,1095.96
2016,7129090,Brazil,15.3,11530.67,530.83
2016,12102000,Norway,44.0,12306.23,566.53
2016,7039000,Somalia,2442.0,14278.96,657.35
2016,39241090,United States,393.0,23392.13,1076.88
2016,21032000,Nigeria,7619.75,38430.77,1769.2
2016,8044000,Somalia,20264.0,190472.63,8768.62
2016,12060000,United States,4250.0,94930.04,4370.2
2016,9083100,Canada,855.0,70667.16,3253.24
2016,7129090,Mozambique,351.98,269682.06,12415.1
2016,6031100,China,1131.74,99862.13,4597.26
2016,70134900,United States,180.0,16642.29,766.15
2016,9022000,Canada,137.0,18174.92,836.7
2016,8072000,Saudi Arabia,45.0,2883.19,132.73
2016,7129090,Egypt,3.83,2858.04,131.57
2016,44201010,United States,99.0,34036.41,1566.9
2016,63031900,United States,10.0,2000.0,92.07
2016,94037000,United States,17.0,1612.46,74.23
2016,33074100,United States,464.0,28119.69,1294.51
2016,6031100,Equatorial Guinea,18.77,1549.24,71.32
2016,9019000,Norway,10.0,1389.64,63.97
2016,12075000,United States,20.0,1291.26,59.44
2016,19059090,Finland,10.0,1150.19,52.95
2016,9109100,Netherlands,2.0,1067.85,49.16
2016,6031900,Equatorial Guinea,9.38,774.62,35.66
2016,9109100,Switzerland,5.0,762.01,35.08
2016,12089000,Switzerland,5.0,762.01,35.08
2016,11063000,Switzerland,5.0,762.01,35.08
2016,25232900,Turkey,150.0,442.51,20.37
2016,71031000,Indonesia,1.7,362.79,16.7
2016,12119000,Nigeria,2.0,170.43,7.85
2016,12075000,Djibouti,10.0,157.5,7.25
2016,22089000,China,3.0,149.5,6.88
2016,54071000,Turkey,18894.0,1243584.17,57249.72
2016,64059000,Japan,6108.4,3316900.09,152697.03
2016,12093000,Germany,108.0,21789.4,1003.1
2016,9109900,Switzerland,171.0,43086.93,1983.56
2016,9012100,Canada,232.0,47835.3,2202.15
2016,12051000,Djibouti,443.0,5776.18,265.91
2016,7129090,Australia,748.7,474598.66,21848.66
2016,19041000,Netherlands,75.0,9556.68,439.95
2016,8054000,Djibouti,346.0,7107.06,327.19
2016,8072000,Somalia,30740.0,258235.18,11888.12
2016,6031100,Canada,7038.26,625470.65,28794.22
2016,64051000,New Zealand,546.5,124221.8,5718.68
2016,7129090,Poland,13.6,10190.0,469.11
2016,7132000,United States,3949.0,153659.42,7073.88
2016,7104000,Djibouti,105.0,2558.97,117.81
2016,85171200,Kenya,41028.64,81883483.73,3769593.35
2016,11029000,Australia,3612.0,220049.53,10130.22
2016,11062000,Norway,580.0,104685.58,4819.3
2016,7122000,Djibouti,1152.0,15348.2,706.56
2016,6031100,Senegal,285.12,23809.57,1096.11
2016,11062000,Germany,3395.0,200077.21,9210.76
2016,19059090,Bahrain,57.0,3046.72,140.26
2016,8052000,Djibouti,30190.0,166842.96,7680.79
2016,11062000,Switzerland,220.0,35066.98,1614.34
2016,8094000,Djibouti,50.0,1314.26,60.51
2016,11029000,Switzerland,228.0,21243.5,977.96
2016,9109100,Canada,155.0,17281.71,795.58
2016,12093000,United States,20.0,130201.11,5993.95
2016,8109000,Somalia,616.0,5769.24,265.59
2016,7135000,Sudan,10345556.0,153312535.81,7057905.82
2016,8043000,Djibouti,1072.0,24049.18,1107.15
2016,8044000,Djibouti,3485.8,45611.97,2099.8
2016,54078200,Turkey,1807.72,259305.0,11937.38
2016,9093100,Algeria,75000.0,5285882.25,243341.22
2016,12011000,Turkey,506000.0,4443316.04,204552.78
2016,26159000,Hong Kong,10083.75,4277777.71,196932.05
2016,12074090,Switzerland,190000.0,3953636.72,182009.88
2016,7136000,India,1461600.0,34808866.74,1602463.24
2016,10089090,Israel,190000.0,3662426.7,168603.71
2016,62071100,Germany,10543.0,3019055.16,138985.42
2016,41062200,China,6312.94,3017302.1,138904.71
2016,7139000,Iraq,120000.0,2901514.56,133574.31
2016,62011300,Italy,4752.0,2593985.9,119416.9
2016,9109900,Egypt,29000.0,2231790.12,102742.83
2016,63053900,Estonia,10020.5,2190788.45,100855.28
2016,64032000,Canada,3095.0,1885756.83,86812.82
2016,7132000,Lebanon,96000.0,1846998.72,85028.55
2016,41131000,"Taiwan, Province of China",3114.0,1667114.13,76747.37
2016,7133300,Czech Republic,1158500.0,15039978.85,692381.43
2016,13019000,Tunisia,151000.0,17976609.37,827572.35
2016,61072100,Germany,118791.0,32979987.02,1518268.81
2016,12019000,Viet Nam,3586000.0,33164613.47,1526768.29
2016,12079990,China,5684000.0,79555400.92,3662417.59
2016,7133300,Egypt,1248000.0,14367816.31,661437.72
2016,12019000,Kenya,900000.0,7264011.51,334406.51
2016,12072900,Yemen,131950.0,10970151.69,505022.62
2016,7133300,Lithuania,336000.0,4456408.08,205155.49
2016,7133300,Slovenia,549908.0,6504566.67,299444.65
2016,64039900,United States,34898.06,19557042.47,900329.27
2016,2069000,Viet Nam,52395.0,3085331.55,142036.53
2016,12074090,Egypt,1823000.0,36463320.71,1678627.8
2016,9011100,China,1054350.0,107584400.59,4952762.42
2016,61091000,United Kingdom,87045.0,17924850.02,825189.56
2016,62042900,France,48983.5,13338728.35,614062.57
2016,41071900,China,12959.6,6863265.8,315957.75
2016,64029900,United States,9420.0,3966536.04,182603.72
2016,42032900,United States,112704.35,49007604.58,2256117.26
2016,62034900,Italy,1480.8,2156788.23,99290.04
2016,1022910,Saudi Arabia,3441060.0,138723197.34,6386270.07
2016,9093100,United Arab Emirates,60100.0,4193667.1,193059.93
2016,7082000,Indonesia,212000.0,4742929.71,218345.82
2016,9011100,Slovenia,37200.0,3674424.27,169156.04
2016,9093100,Egypt,75000.0,5397004.94,248456.87
2016,10089010,Israel,1259804.0,36507494.06,1680661.35
2016,7133300,Nicaragua,476000.0,5765175.1,265405.97
2016,13019000,Viet Nam,473987.0,25918493.41,1193185.44
2016,20093100,Netherlands,406670.0,14404066.03,663106.52
2016,7133300,Belgium,2550000.0,29025644.66,1336226.45
2016,62033900,Germany,5535.87,7558648.71,347970.44
2016,9011100,Mexico,181200.0,23405397.02,1077492.37
2016,9024000,Kenya,495200.0,14858733.17,684037.6
2016,2021000,Bahrain,58331.44,2814229.72,129556.06
2016,41069200,India,7901.06,1541583.93,70968.46
2016,41053000,China,2723.73,1538810.11,70840.76
2016,9011100,Qatar,18000.0,1504940.58,69281.54
2016,12079990,Turkey,78000.0,1500686.46,69085.7
2016,9102000,Egypt,114000.0,1491045.93,68641.89
2016,9103000,Jordan,68000.0,1157840.86,53302.44
2016,25239000,Kenya,600000.0,1027084.8,47282.94
2016,61178000,Israel,176.0,72847.63,3353.62
2016,7133300,Poland,72000.0,924376.32,42554.65
2016,58021900,Israel,8257.1,881376.89,40575.12
2016,12079910,Israel,38000.0,813872.6,37467.49
2016,62072100,Germany,2755.0,759343.77,34957.2
2016,12089000,United Arab Emirates,38000.0,751412.09,34592.06
2016,52093190,United States,24791.08,683333.06,31457.96
2016,63052000,Austria,1700.04,671340.83,30905.89
2016,73219000,India,8701.15,640216.19,29473.03
2016,52051400,China,57101.8,2918183.01,134341.66
2016,9092100,Yemen,211100.0,3550335.22,163443.46
2016,12019000,Canada,310000.0,3038760.01,139892.55
2016,7132000,Yemen,68000.0,1165461.41,53653.25
2016,30023000,Chad,3447.0,2309858.02,106336.77
2016,9093100,Saudi Arabia,135000.0,10618198.03,488820.04
2016,7133300,United States,361200.0,5003468.76,230340.01
2016,10079000,Saudi Arabia,3100000.0,22455437.52,1033759.98
2016,12079990,Yemen,69000.0,5996010.35,276032.72
2016,7133100,India,288000.0,5326214.48,245197.94
2016,12074090,Bahrain,76000.0,1609940.01,74115.3
2016,41120000,Japan,1610.25,2334182.87,107456.59
2016,62171000,United States,1460.34,80175.31,3690.96
2016,1061300,Saudi Arabia,184345.0,10005302.4,460604.74
2016,11061000,Israel,59150.0,2814672.91,129576.47
2016,12074090,Bulgaria,76000.0,1800288.76,82878.21
2016,25232900,Kenya,6000000.0,13873369.29,638675.33
2016,22030000,Djibouti,223200.0,5291986.7,243622.24
2016,58021900,Kenya,27236.85,3004436.7,138312.45
2016,20089900,Kenya,47474.42,5678444.13,261413.22
2016,9093100,Sri Lanka,45000.0,3945848.33,181651.33
2016,12079910,United Kingdom,172000.0,4065127.12,187142.46
2016,52081900,Italy,76475.1,4191916.91,192979.36
2016,42032900,United Kingdom,3327.0,2438365.79,112252.76
2016,52052200,Egypt,40012.14,2189502.67,100796.09
2016,26209100,China,72000.0,2319778.8,106793.49
2016,6022000,Somalia,444236.0,2588153.48,119148.4
2016,25309000,China,134999.6,4386456.74,201935.21
2016,54023300,Portugal,76725.8,2507642.31,115441.98
2016,52051200,Turkey,80973.65,3564094.98,164076.91
2016,62149000,United States,2784.85,3501472.12,161194.0
2016,1022910,Yemen,437098.0,17005151.98,782850.27
2016,6021000,El Salvador,1632.0,2651542.85,122066.6
2016,2023000,Comoros,106943.9,5922028.77,272626.9
2016,9041200,India,9360.0,543248.49,25009.02
2016,1022910,Sudan,12800.0,513055.2,23619.04
2016,85444200,Kenya,7375.0,486795.4,22410.14
2016,28070000,Sudan,80040.0,483402.6,22253.95
2016,62052000,Germany,1566.0,482441.27,22209.7
2016,62031100,United States,2052.5,357898.33,16476.23
2016,12074090,Djibouti,19000.0,345243.39,15893.65
2016,2069000,Egypt,23754.0,337872.73,15554.33
2016,1061300,Somalia,122760.0,4931207.75,227013.4
2016,22030000,France,8800.0,252324.08,11616.01
2016,30049090,Somalia,362.78,240975.92,11093.58
2016,71179090,Sao Tome and Principe,476.39,234453.5,10793.32
2016,7132000,South Africa,5400.0,231094.08,10638.66
2016,61013000,United States,150.3,223562.7,10291.95
2016,19059090,Somalia,3262.0,213976.0,9850.61
2016,12051000,Kenya,10000.0,210091.42,9671.78
2016,20089900,Sudan,10958.03,3134570.29,144303.28
2016,9093100,India,2000.0,173646.99,7994.02
2016,64051000,Israel,604.0,164574.28,7576.35
2016,64029900,Canada,328.0,139438.53,6419.2
2016,30043900,Somalia,1770.53,551885.56,25406.64
2016,9012100,Germany,6441.0,846571.18,38972.8
2016,79039000,Kenya,219563.74,2044671.35,94128.63
2016,9092100,Kenya,60000.0,436372.4,20088.87
2016,7129090,Myanmar,212.33,162225.44,7468.22
2016,22030000,Sudan,41715.0,599871.01,27615.7
2016,2021000,United Arab Emirates,177404.97,8595198.01,395689.1
2016,62044200,United States,436.15,1860936.9,85670.21
2016,10041000,Israel,48590.0,1407802.74,64809.7
2016,9109900,Yemen,22000.0,595898.83,27432.84
2016,11061000,United Kingdom,5269.0,286661.57,13196.78
2016,7136000,Kenya,36000.0,360982.66,16618.22
2016,22030000,United Kingdom,35200.0,907657.77,41784.99
2016,5069000,Viet Nam,99000.0,1128705.22,51961.15
2016,25151100,India,272695.0,1798124.22,82778.56
2016,33059000,Lebanon,12197.0,609162.49,28043.45
2016,41120000,Spain,1580.0,1800958.8,82909.06
2016,53031000,Sudan,3930.0,737366.68,33945.46
2016,11061000,Saudi Arabia,16978.0,686195.46,31589.73
2016,9012100,Netherlands,9857.5,2285523.86,105216.53
2016,11029000,Germany,11170.0,340587.48,15679.31
2016,7132000,Israel,57541.0,1273441.51,58624.24
2016,39079900,Turkey,2588.0,334468.41,15397.61
2016,7133300,Japan,45000.0,654374.54,30124.83
2016,12113000,India,13000.0,862673.05,39714.07
2016,22030000,United States,95136.0,3089688.36,142237.1
2016,6031100,Qatar,12685.2,1069123.79,49218.25
2016,96020090,Ghana,289.0,208518.03,9599.35
2016,62114900,United States,29280.28,1074000.98,49442.78
2016,12102000,Israel,118150.0,2986272.46,137476.23
2016,62052000,United States,645.15,3186045.89,146673.02
2016,9012200,United States,898.2,131585.83,6057.69
2016,62043300,Germany,164.77,128716.09,5925.58
2016,7132000,United Kingdom,1700.0,120153.29,5531.38
2016,56072100,Sudan,7000.0,106988.0,4925.31
2016,9041200,Australia,10752.0,1284064.2,59113.26
2016,87089100,United Arab Emirates,15000.0,102611.04,4723.81
2016,62044200,Saudi Arabia,230.0,89288.85,4110.51
2016,63059000,United Kingdom,280.5,88335.7,4066.63
2016,64051000,South Sudan,450.0,87914.14,4047.22
2016,71031000,Czech Republic,0.41,82815.66,3812.51
2016,6031100,Pakistan,983.84,81267.08,3741.22
2016,64051000,"Korea, Republic of",252.0,74282.32,3419.67
2016,64041900,United States,160.0,68429.55,3150.23
2016,63039100,Djibouti,82.0,63448.01,2920.9
2016,9012100,Poland,274.0,63085.83,2904.22
2016,64032000,Germany,144.0,60231.24,2772.81
2016,64042000,Somalia,200.0,49214.48,2265.64
2016,25084000,Saudi Arabia,1320.0,45148.85,2078.48
2016,41139000,Uganda,210.0,40158.18,1848.72
2016,9012100,"Korea, Republic of",175.0,35981.73,1656.46
2016,7129090,Burkina Faso,77.27,58205.24,2679.54
2016,12119000,Israel,1055.0,69496.17,3199.32
2016,8055000,Somalia,5078.0,101780.11,4685.55
2016,11071000,Israel,2300.0,98732.06,4545.24
2016,94036000,United Kingdom,356.0,41243.5,1898.69
2016,4051000,Australia,550.0,94692.35,4359.26
2016,61071100,Germany,28462.78,6047355.76,278396.46
2016,69120010,Norway,426.0,43394.82,1997.73
2016,9041200,Lebanon,1560.0,158235.88,7284.56
2016,19021990,South Sudan,4300.0,78850.57,3629.97
2016,11061000,Norway,1597.0,260215.63,11979.31
2016,7129090,Cape Verde,276.93,208767.54,9610.84
2016,9041200,Italy,3306.0,356587.41,16415.88
2016,6031100,Bahrain,732.17,60776.36,2797.9
2016,7129090,Indonesia,535.9,408279.4,18795.58
2016,9093100,Israel,3650.0,246336.4,11340.36
2016,9062000,United States,2160.0,123162.39,5669.91
2016,9041200,Israel,34486.0,3452554.54,158942.02
2016,10082100,Israel,41000.0,1017573.11,46845.06
2016,62149000,Hong Kong,46.0,51884.2,2388.54
2016,6031100,Kuwait,32521.81,2729386.7,125650.21
2016,8043000,Somalia,9564.0,206703.76,9515.82
2016,42050000,France,980.0,342696.12,15776.38
2016,9083100,Kenya,7000.0,240585.6,11075.61
2016,7082000,Ireland,15250.0,292228.42,13453.05
2016,61071100,United States,316.15,808501.36,37220.23
2016,96020090,Uganda,866.0,598791.24,27565.99
2016,7129090,Cambodia,1688.29,1298987.45,59800.27
2016,6031100,Ghana,1242.56,104169.61,4795.56
2016,56079000,Turkey,268.0,35675.73,1642.37
2016,62149000,France,241.0,381068.93,17542.91
2016,62044900,Israel,40.0,32096.4,1477.59
2016,9109900,Japan,100.0,30919.53,1423.41
2016,19052000,South Sudan,1200.0,30584.47,1407.99
2016,62071100,China,17.48,29977.71,1380.06
2016,62092000,United States,600.02,29779.17,1370.92
2016,9041100,United Arab Emirates,2688.0,28758.37,1323.92
2016,46021290,Australia,200.0,28703.94,1321.42
2016,64039900,France,42.4,23652.43,1088.86
2016,62149000,Austria,27.0,23367.5,1075.75
2016,63053900,Japan,675.0,21600.0,994.38
2016,5119990,France,55.0,21377.3,984.13
2016,62046300,China,17.48,20175.47,928.8
2016,6021000,Costa Rica,30.0,18872.68,868.82
2016,11042900,Switzerland,1100.0,71289.24,3281.88
2016,16023100,United States,88.0,17617.66,811.05
2016,9083100,United Kingdom,110.0,16824.0,774.51
2016,85166000,United Kingdom,1.0,15906.33,732.26
2016,73239300,United Kingdom,355.0,15294.55,704.1
2016,10061000,South Sudan,1000.0,13780.05,634.38
2016,9041100,United States,85.0,12830.64,590.67
2016,57050000,Australia,30.0,11870.27,546.46
2016,7129090,Ukraine,15.73,11769.27,541.81
2016,71031000,Malaysia,9.19,377724.23,17388.93
2016,6031100,Congo,288.64,24188.6,1113.55
2016,11062000,Australia,1615.0,115630.82,5323.18
2016,58050090,United States,92.2,101037.4,4651.36
2016,44201010,Australia,226.0,15048.21,692.76
2016,11061000,Italy,500.0,26951.12,1240.72
2016,19059090,Netherlands,272.0,20643.85,950.36
2016,11029000,United Kingdom,693.0,35392.61,1629.33
2016,62149000,Lebanon,150.0,42252.54,1945.14
2016,4051000,Sudan,5597.0,628642.98,28940.26
2016,69120010,Australia,1684.0,61343.47,2824.01
2016,46021110,Spain,135.0,40373.3,1858.63
2016,19059090,Australia,425.0,24470.56,1126.53
2016,69120010,United Kingdom,2382.0,76502.33,3521.87
2016,69120010,Lebanon,495.0,13974.57,643.34
2016,6031100,Djibouti,1279.52,107119.22,4931.35
2016,61149000,Australia,58.0,78096.59,3595.26
2016,9022000,India,305.0,35002.05,1611.36
2016,9109900,Israel,4511.0,221030.82,10175.37
2016,7129090,Bulgaria,57.79,43597.21,2007.04
2016,6031900,Singapore,1217.92,114335.76,5263.56
2016,9024000,"Korea, Republic of",240.4,62729.97,2887.85
