year,code,destination,net_mass,fob_etb,fob_usd
2016,7129090,Gambia,79.05,59801.2,2753.01
2016,6031100,Togo,191.84,15915.02,732.67
2016,7129090,Czech Republic,839.8,643085.51,29605.13
2016,19059090,United Kingdom,1415.0,318353.04,14655.73
2016,67041100,Lebanon,200.0,35601.4,1638.95
2016,11061000,Lebanon,300.0,20568.62,946.9
2016,19059090,Norway,299.0,46874.14,2157.89
2016,7129090,Central African Republic,14.87,11118.93,511.87
2016,64039900,Russian Federation,13.6,10558.16,486.06
2016,12072900,United States,200.0,10229.52,470.93
2016,63023100,Australia,18.0,9995.12,460.14
2016,46019400,South Africa,41.0,9032.78,415.83
2016,9083100,Australia,875.0,100557.95,4629.29
2016,4051000,United States,257.5,89707.78,4129.79
2016,39189090,Lebanon,40.0,8366.46,385.16
2016,94033090,United Kingdom,50.0,8259.05,380.21
2016,7129090,Tunisia,10.62,7957.12,366.31
2016,94018000,Djibouti,150.0,7935.24,365.31
2016,7129090,Algeria,10.2,7646.11,352.0
2016,42033000,United States,14.5,6407.13,294.96
2016,68062000,United Kingdom,140.0,6117.82,281.64
2016,73269090,Australia,120.0,6010.74,276.71
2016,63024000,United States,4.5,5837.26,268.72
2016,7129090,Luxembourg,7.65,5718.36,263.25
2016,69111000,United Kingdom,44.0,4404.83,202.78
2016,94035010,Djibouti,40.0,4326.55,199.18
2016,64039900,Belgium,7.2,3955.29,182.09
2016,11063000,United States,25.0,3484.83,160.43
2016,19059020,Equatorial Guinea,120.0,3423.61,157.61
2016,46012000,United Kingdom,25.0,3058.91,140.82
2016,9022000,Norway,10.0,2775.41,127.77
2016,97019000,Australia,26.0,2774.71,127.74
2016,63013000,United States,5.0,2565.27,118.09
2016,49019900,South Sudan,100.0,1999.43,92.05
2016,12072900,Canada,58.0,1939.8,89.3
2016,32099000,Somalia,40000.0,617416.78,28423.44
2016,13021300,United States,1253.0,37053.88,1705.81
2016,46029000,Israel,2002.0,162977.15,7502.83
2016,96151900,Lebanon,85.0,7557.01,347.89
2016,19059020,Saudi Arabia,440.0,15299.42,704.33
2016,70181010,United States,58.0,37412.7,1722.33
2016,62046200,United States,69.4,146957.81,6765.36
2016,11010000,United States,434.0,41046.06,1889.6
2016,39269090,Lebanon,60.0,6974.26,321.06
2016,9109900,Finland,48.0,7024.4,323.37
2016,7129090,Belarus,11.22,8450.49,389.02
2016,12075000,Canada,30.0,5100.72,234.82
2016,19041000,Switzerland,1550.0,215982.53,9942.98
2016,13021300,Germany,325.0,27719.82,1276.12
2016,73218900,Lebanon,630.0,17127.95,788.5
2016,6031100,Spain,79.2,6593.82,303.55
2016,71031000,Australia,6.51,14691.48,676.34
2016,9109900,Australia,1832.0,165809.64,7633.23
2016,12102000,Australia,210.0,11025.94,507.59
2016,11029000,Netherlands,230.0,23704.81,1091.28
2016,11061000,Finland,100.0,12003.57,552.6
2016,12101000,United States,1916.0,136516.68,6284.7
2016,33043000,Lebanon,124.0,8240.06,379.34
2016,9109900,South Africa,2680.0,144457.26,6650.24
2016,6031100,Gabon,21.12,1747.16,80.43
2016,39221000,Djibouti,5.0,1699.92,78.26
2016,39051900,Sudan,100.0,1604.82,73.88
2016,82151000,Australia,17.0,1390.34,64.01
2016,94016900,Djibouti,20.0,1133.21,52.17
2016,85161000,Djibouti,10.0,1133.21,52.17
2016,90189000,Djibouti,4.0,1133.21,52.17
2016,70181010,South Africa,5.0,929.08,42.77
2016,6021000,Australia,7.0,834.5,38.42
2016,19049000,Canada,20.0,668.87,30.79
2016,39041000,Sudan,50.0,534.94,24.63
2016,39269090,Australia,18.0,533.07,24.54
2016,7051900,United States,4.0,518.6,23.87
2016,62011300,Lebanon,6.0,513.54,23.64
2016,9061900,Germany,5.0,404.77,18.63
2016,62046100,Germany,164.79,373.73,17.21
2016,4029900,United States,2.0,268.49,12.36
2016,4022100,United States,2.0,250.11,11.51
2016,25084000,Turkey,16.9,213.96,9.85
2016,94038900,United States,250.11,72600.98,3342.26
2016,12019000,Mozambique,1012000.0,9790075.35,450696.54
2016,71031000,Saudi Arabia,0.64,91819.42,4227.0
2016,85171200,China,5015.89,4849216.39,223238.84
2016,12074090,Tunisia,180800.0,3232798.73,148825.33
2016,12089000,Turkey,152000.0,3176270.43,146222.99
2016,90111000,Sudan,80040.0,3093197.02,142398.62
2016,61099000,Djibouti,20300.0,3034182.14,139681.81
2016,12072900,United Arab Emirates,33000.0,2914740.84,134183.2
2016,62034900,United States,10735.5,2873223.55,132271.91
2016,61091000,Djibouti,12812.2,2763068.68,127200.81
2016,10089090,Canada,25.0,2297.04,105.74
2016,9021000,United States,65.0,6295.36,289.82
2016,7132000,Bangladesh,1943300.0,34524291.24,1589362.5
2016,15219020,Germany,68000.0,13968064.0,643034.7
2016,9011100,Portugal,292800.0,23873751.72,1099053.58
2016,1022910,Egypt,970260.0,38835300.14,1787824.39
2016,7133300,El Salvador,1368000.0,19881611.14,915271.13
2016,6031900,South Africa,1015.52,87632.34,4034.26
2016,7133300,Somalia,524000.0,6021322.17,277197.98
2016,11071000,Germany,175.0,14066.36,647.56
2016,7132000,India,7349982.0,159311554.11,7334077.01
2016,1063900,Saudi Arabia,255000.0,8406307.06,386993.3
2016,6031900,Cameroon,89.16,7471.13,343.95
2016,12074090,Sudan,953000.0,21371283.71,983849.81
2016,69120090,Australia,88.0,9434.21,434.31
2016,71171910,Lebanon,30.0,2801.1,128.95
2016,41120000,United Kingdom,59431.23,42436118.7,1953591.91
2016,11010000,Netherlands,30.0,3592.69,165.4
2016,61099000,United Kingdom,18781.7,3668947.59,168903.91
2016,19041000,Germany,742.0,77220.62,3554.94
2016,96032900,Lebanon,40.0,758.55,34.92
2016,13019000,Guatemala,32000.0,2760359.9,127076.11
2016,81121200,China,84000.0,2715237.24,124998.84
2016,12011000,South Africa,330000.0,2662369.87,122565.03
2016,61033900,Italy,4756.32,2601723.95,119773.13
2016,7129090,Somalia,3060.0,2300657.94,105913.24
2016,15219020,Canada,10000.0,2062214.4,94936.24
2016,4090000,Germany,22400.0,2042820.64,94043.42
2016,85238000,Hong Kong,2.0,1782513.17,82059.89
2016,14011000,Sudan,447430.0,1754093.33,80751.55
2016,9011100,Malaysia,9000.0,1321285.25,60826.77
2016,12060000,Germany,5000.0,1287492.0,59271.06
2016,12019000,United Arab Emirates,91000.0,1207531.18,55589.98
2016,1061900,Sudan,23680.0,1112736.52,51226.01
2016,41120000,Slovenia,1164.0,996007.62,45852.27
2016,7133300,Syrian Arab Republic,90000.0,965619.0,44453.3
2016,12099100,Germany,39000.0,750110.61,34532.14
2016,33059000,Saudi Arabia,12285.0,662783.89,30511.96
2016,27079900,Malaysia,3000.0,643137.0,29607.5
2016,11043010,United States,27000.0,639821.16,29454.85
2016,9103000,Saudi Arabia,33986.0,622330.56,28649.65
2016,9011100,Yemen,74400.0,5059825.06,232934.44
2016,12011000,Sri Lanka,506000.0,4262332.92,196221.03
2016,9011100,Norway,190500.0,19123860.86,880387.3
2016,25174900,Hong Kong,192000.0,6387844.81,294071.23
2016,9093100,Pakistan,60000.0,3995987.1,183959.52
2016,39232990,Djibouti,35640.0,3137790.11,144451.51
2016,9093100,Turkey,50000.0,3416509.2,157282.64
2016,1041000,United Arab Emirates,37200.0,2231539.65,102731.3
2016,19059090,Djibouti,55979.0,3481518.63,160275.42
2016,58021900,Turkey,36288.6,3600496.77,165752.7
2016,61013000,Italy,2006.52,1851320.39,85227.51
2016,58021900,Greece,17989.5,2157520.25,99323.74
2016,58021900,United States,12621.0,2100621.8,96704.36
2016,42022110,United States,11154.91,16180727.23,744897.01
2016,41131000,India,2435.06,1357895.26,62512.16
2016,7133900,Malaysia,456000.0,10534620.83,484972.49
2016,7102900,Belgium,38402.15,2526208.8,116296.71
2016,7132000,Turkey,398000.0,8090555.29,372457.33
2016,9011100,Bulgaria,153600.0,7611259.51,350392.44
2016,12079910,India,430000.0,10357355.04,476811.87
2016,5119990,Russian Federation,255.0,1672202.57,76981.63
2016,9011100,Hong Kong,27060.0,1783837.59,82120.86
2016,7139000,Egypt,1240000.0,10698397.55,492512.12
2016,6031900,China,2063.52,194380.06,8948.49
2016,12081000,Sudan,894000.0,9197162.67,423401.19
2016,9109900,Indonesia,118000.0,5160050.08,237548.4
2016,4051000,Botswana,2250.0,297029.55,13674.08
2016,61023000,Italy,1750.6,1459797.39,67203.33
2016,41120000,France,7878.0,3911158.04,180054.32
2016,41120000,Sweden,4482.0,5610875.91,258302.64
2016,12079990,Saudi Arabia,14050.0,1415156.13,65148.22
2016,61046200,Norway,1466.35,475112.93,21872.33
2016,62034200,Italy,780.0,471158.79,21690.3
2016,41120000,Finland,244.5,393125.85,18097.97
2016,12099100,Netherlands,18000.0,389190.06,17916.78
2016,52062100,Turkey,2720.0,380876.7,17534.06
2016,61152900,Sweden,1030.54,351485.31,16181.0
2016,54023300,Syrian Arab Republic,6098.6,300704.7,13843.26
2016,62079100,United States,1987.5,271966.37,12520.26
2016,22030000,Lebanon,8800.0,260430.9,11989.21
2016,41079100,India,998.0,257792.83,11867.77
2016,64032000,Hong Kong,375.0,223904.98,10307.7
2016,9061900,Sudan,5180.0,223183.4,10274.49
2016,61152900,Belgium,588.88,200848.75,9246.29
2016,12019000,Kuwait,22000.0,194316.05,8945.55
2016,62052000,Djibouti,1049.5,188022.97,8655.84
2016,1042000,United Arab Emirates,43540.0,2967219.38,136599.11
2016,62044200,Australia,31.69,177211.07,8158.1
2016,62063000,Australia,27.54,154009.47,7089.99
2016,9093100,Somalia,10000.0,150799.6,6942.22
2016,61152900,Denmark,441.66,150636.56,6934.71
2016,61152900,Poland,441.66,150636.56,6934.71
2016,61152900,Norway,441.66,150636.56,6934.71
2016,41131000,Russian Federation,497.65,139595.64,6426.43
2016,62011200,United States,150.0,134860.22,6208.43
2016,22042100,United States,20467.04,1365138.04,62845.58
2016,73090000,Djibouti,7123.0,2283316.6,105114.91
2016,22030000,Australia,16912.0,610038.66,28083.77
2016,41139000,Italy,19239.0,5339031.04,245787.97
2016,41120000,Poland,292.0,602007.22,27714.04
2016,90011000,Kenya,13537.5,2749774.18,126588.79
2016,12074090,Kuwait,38000.0,1038570.6,47811.7
2016,64051000,Spain,657.0,486245.95,22384.85
2016,41120000,Sri Lanka,1111.5,2312724.1,106468.72
2016,55164100,United States,16.3,63765.11,2935.49
2016,62034900,United Kingdom,17092.0,4970043.34,228801.24
2016,5119990,Hong Kong,24.07,3451856.94,158909.91
2016,62044200,Israel,1142.0,434932.75,20022.6
2016,12101000,Israel,19300.0,489659.76,22542.0
2016,8101000,United Arab Emirates,39622.0,2963587.13,136431.89
2016,9109900,Somalia,59909.0,1430176.8,65839.71
2016,9012100,Djibouti,1104.0,211961.87,9757.89
2016,62149000,United Kingdom,177.7,279054.57,12846.58
2016,71031000,Singapore,8.46,359866.2,16566.82
2016,9083100,United States,5144.99,687232.78,31637.49
2016,61044200,Germany,289.0,564263.68,25976.48
2016,3055900,Sudan,116130.0,1261381.84,58069.06
2016,38220000,India,5478.2,1657283.83,76294.82
2016,52092100,Kenya,248.0,1095181.06,50417.83
2016,20081900,Djibouti,6108.0,131267.53,6043.04
2016,52103900,Turkey,900.0,130549.36,6009.98
2016,9041100,Yemen,5000.0,129256.8,5950.47
2016,2045000,Qatar,1000.0,129084.59,5942.55
2016,68152000,United States,4750.0,124055.08,5711.01
2016,42022900,Canada,119.0,123601.37,5690.12
2016,71131910,United States,14.98,113598.63,5229.63
2016,11042200,Israel,3900.0,109076.48,5021.45
2016,48189000,United States,120.0,100898.13,4644.95
2016,84559000,Kenya,4050.0,96644.81,4449.15
2016,62069000,United Arab Emirates,1176.8,87132.1,4011.22
2016,6031100,New Zealand,858.88,75820.88,3490.49
2016,9041100,South Africa,900.0,74322.66,3421.52
2016,61169200,Djibouti,16.8,60153.42,2769.23
2016,49019900,Israel,390.0,54608.29,2513.95
2016,49019900,United States,299.0,53887.16,2480.75
2016,62046200,Australia,9.16,51271.86,2360.35
2016,62149000,Germany,59.0,46668.4,2148.43
2016,41120000,Russian Federation,120.35,44556.63,2051.21
2016,9093100,Japan,100.0,38666.51,1780.05
2016,42022110,Germany,84.0,37338.56,1718.92
2016,82159900,United States,2045.45,36789.11,1693.63
2016,10063000,South Sudan,2900.0,33067.17,1522.28
2016,9071000,United States,804.0,32807.99,1510.35
2016,90189000,Sudan,66.5,30855.88,1420.48
2016,9011100,Nigeria,180.0,29098.24,1339.57
2016,71031000,Namibia,2.57,28105.59,1293.87
2016,9012100,Japan,650.0,135498.04,6237.8
2016,9103000,Kenya,35000.0,167130.65,7694.04
2016,62032900,United States,1164.45,107498.5,4948.8
2016,63051000,Sweden,170.0,152771.14,7032.98
2016,61091000,Japan,478.0,145325.94,6690.24
2016,69120010,France,322.0,144660.98,6659.62
2016,8045000,Somalia,132807.0,1041591.2,47950.75
2016,22011000,Sudan,3790.0,64880.63,2986.85
2016,9012100,Somalia,250.0,49964.96,2300.19
2016,62149000,Switzerland,45.0,46234.43,2128.45
2016,39204300,Somalia,5943.5,747421.76,34408.35
2016,6031900,Zimbabwe,709.28,70284.5,3235.63
2016,7051900,Saudi Arabia,13909.0,325626.22,14990.55
2016,64051000,South Africa,900.0,88799.97,4088.0
2016,71031000,Denmark,0.29,87627.2,4034.0
2016,9012100,United States,528.0,89993.19,4142.93
2016,11043090,United States,4640.0,59367.49,2733.04
2016,9012100,Sweden,690.0,144781.4,6665.17
2016,22011000,South Sudan,18898.08,135294.6,6228.43
2016,69109000,United States,2607.44,131294.17,6044.26
2016,19059020,Denmark,900.0,75716.55,3485.69
2016,33049900,United States,1278.0,51470.33,2369.49
2016,87084000,Germany,25.87,24175.3,1112.94
2016,9083100,Italy,100.0,23641.48,1088.36
2016,9071000,Italy,50.0,22944.12,1056.26
2016,7135000,United States,2100.0,20872.98,960.91
2016,9101200,Germany,99.0,20866.32,960.6
2016,9083100,Germany,98.0,20655.55,950.9
2016,71031000,Guinea,6.7,19894.37,915.86
2016,64041100,United Kingdom,81.0,18543.21,853.66
2016,42022190,Australia,10.0,17185.12,791.14
2016,9081100,Italy,50.0,16173.49,744.56
2016,10049000,United States,870.0,15235.85,701.4
2016,57019000,France,18.0,14888.07,685.39
2016,11051000,United States,681.82,14521.8,668.53
2016,49011000,United States,18.4,13553.68,623.96
2016,10039000,United States,1480.0,13044.42,600.51
2016,16021000,Djibouti,232.5,12521.75,576.45
2016,7139000,Italy,125.0,11996.59,552.28
2016,9093100,Italy,50.0,11337.02,521.91
2016,70109000,United States,160.0,10843.1,499.17
2016,87089200,Germany,153.0,10705.21,492.83
2016,7041000,Nigeria,420.0,9812.74,451.74
2016,44151000,United States,50.0,9252.63,425.95
2016,94033000,United States,46.0,9252.63,425.95
2016,6031900,United Republic of Tanzania,66.88,8703.87,400.69
2016,34060000,United States,218.18,8605.64,396.17
2016,62149000,Canada,112.4,139257.76,6410.88
2016,44219090,United States,227.27,7529.93,346.65
2016,9061100,Italy,50.0,7403.61,340.83
2016,9101100,Italy,30.0,7382.62,339.87
2016,39209900,United States,31.0,7346.63,338.21
2016,6021000,Japan,27514.0,5315978.45,244726.73
2016,6031100,Romania,138.16,11460.2,527.59
2016,7102900,Djibouti,9.0,405.22,18.65
2016,58050090,Israel,41.0,61567.98,2834.35
2016,42022110,Canada,24.3,46939.2,2160.9
2016,6031100,Switzerland,348.48,28874.08,1329.25
2016,88033000,Germany,27.74,31119.65,1432.63
2016,68041000,Israel,305.0,14029.61,645.87
2016,7129090,Togo,31.62,23787.36,1095.08
2016,64051000,Luxembourg,8.5,13385.6,616.22
2016,7041000,Saudi Arabia,1068.0,26635.34,1226.19
2016,12119000,Switzerland,1301.0,54529.88,2510.34
2016,49011000,Sweden,35.4,44510.78,2049.1
2016,69120010,Sweden,1755.0,97499.66,4488.5
2016,85481000,Jordan,1022.5,45837.5,2110.18
2016,7129090,Japan,31.45,24007.8,1105.23
2016,62044200,United Kingdom,206.0,40633.85,1870.63
2016,6021000,Philippines,234.0,35898.74,1652.64
2016,59070000,Bahrain,120.0,48258.06,2221.61
2016,46029000,United States,336.73,52927.26,2436.57
2016,94018000,United States,233.18,15117.98,695.96
2016,41120000,Czech Republic,3.5,6961.96,320.5
2016,13021900,United States,84.0,6696.47,308.28
2016,7134000,Italy,70.0,6393.73,294.34
2016,9081100,United States,90.0,6389.68,294.16
2016,69120010,Belgium,20.0,6180.0,284.5
2016,6031100,Sweden,73.92,6123.3,281.89
2016,62046100,Italy,15.16,5709.75,262.85
2016,9109900,Italy,21.0,4532.8,208.67
2016,11031100,United States,180.0,4430.18,203.95
2016,84138190,Germany,6.87,4351.55,200.33
2016,20098090,Egypt,20.0,4296.28,197.78
2016,71039100,Belgium,60.0,4279.02,196.99
2016,7132000,Italy,70.0,4046.75,186.3
2016,62011200,Sweden,5.0,3915.56,180.26
2016,64029100,United Kingdom,12.0,3142.77,144.68
2016,69119000,Sweden,10.0,2237.46,103.0
2016,11010000,Australia,25.0,2154.28,99.17
2016,83016000,Djibouti,27.6,2141.35,98.58
2016,4051000,Netherlands,10.0,1938.85,89.26
2016,9103000,Italy,25.0,1779.3,81.91
2016,6031900,Jordan,17.6,1462.95,67.35
2016,11029000,Italy,24.0,1436.68,66.14
2016,11072000,Switzerland,5.0,1412.58,65.03
2016,46021910,Sweden,9.0,1183.27,54.47
2016,12040000,Italy,5.0,1073.08,49.4
2016,73029000,Sweden,15.0,952.19,43.84
2016,73262090,Sweden,22.0,914.34,42.09
2016,9022000,Switzerland,5.0,889.32,40.94
2016,11081100,Switzerland,5.0,889.32,40.94
2016,8129000,Somalia,200.0,690.3,31.78
2016,4090000,Netherlands,5.0,646.28,29.75
2016,34012090,United States,7.0,601.47,27.69
2016,11072000,Italy,5.0,544.34,25.06
2016,11042200,Italy,10.0,526.62,24.24
2016,9021000,Netherlands,0.6,517.02,23.8
2016,11062000,Finland,4.0,466.06,21.46
2016,94036000,France,330.0,7875.78,362.57
2016,9109100,Australia,82.0,22612.01,1040.97
2016,7108000,Congo,474.5,13299.07,612.24
2016,7129090,Sierra Leone,22.53,17241.33,793.72
2016,90011000,Turkey,646.0,4010.97,184.65
2016,11010000,Switzerland,105.0,7625.62,351.05
2016,92060010,United States,248.57,9421.54,433.73
2016,11042200,United States,900.0,65513.97,3016.01
2016,11042200,South Africa,1725.0,87982.01,4050.34
2016,9041200,Angola,230.0,24479.55,1126.94
2016,7129090,Democratic republic of the Congo,229.58,177630.56,8177.42
2016,11061000,Angola,120.0,10862.86,500.09
2016,19041000,Australia,2225.0,170224.77,7836.47
2016,6031900,Djibouti,306.24,25689.15,1182.63
2016,19059020,Djibouti,1531.25,44504.43,2048.82
2016,19049000,South Africa,1950.0,104556.82,4813.39
2016,9012100,Finland,145.0,26648.18,1226.77
2016,8044000,United Arab Emirates,87.95,3978.18,183.14
2016,19059090,Italy,5.0,392.28,18.06
2016,11029000,Finland,3.0,349.55,16.09
2016,61089100,Germany,37626.0,13296113.39,612100.74
2016,12074090,"Taiwan, Province of China",361000.0,9918585.82,456612.66
2016,42032900,Germany,6031.0,8721547.06,401505.7
2016,54076900,Kenya,50532.0,5975953.98,275109.4
2016,26140000,China,4580.4,4154371.27,191250.9
2016,12089000,Yemen,190000.0,3863850.26,177876.46
2016,64059000,United Kingdom,2572.58,3343591.14,153925.78
2016,15219020,United States,17500.0,3298587.6,151853.99
2016,20098090,Uganda,8454.75,2542442.74,117044.06
2016,12011000,United States,288000.0,2523401.42,116167.47
2016,41079200,China,22928.3,2449514.89,112766.03
2016,12072900,China,160000.0,2212126.72,101837.61
2016,9011100,Swaziland,19200.0,2057423.02,94715.66
2016,12011000,China,220000.0,2004142.65,92262.84
2016,9011100,Kenya,14400.0,1978222.1,91069.56
2016,87164000,Djibouti,14200.0,1285065.54,59159.36
2016,12099100,India,57000.0,1125082.44,51794.37
2016,7133900,Egypt,115000.0,1044927.02,48104.33
2016,13019000,Yemen,14991.0,940518.7,43297.78
2016,12079910,Germany,37000.0,881789.92,40594.14
2016,61091000,Belgium,1960.0,871953.45,40141.31
2016,1061300,Djibouti,22500.0,756098.0,34807.78
2016,4090000,Djibouti,10500.0,682466.39,31418.07
2016,40121100,China,2870.8,672687.42,30967.88
2016,7133300,Slovakia,48000.0,658453.34,30312.6
2016,33059000,Israel,11820.0,640380.17,29480.58
2016,62079900,Germany,1789.0,532443.51,24511.6
2016,17031000,Djibouti,19914080.0,44714922.26,2058499.04
2016,7139000,United Arab Emirates,440000.0,8350255.53,384412.9
2016,1022910,Bahrain,202240.0,8213068.26,378097.34
2016,9011100,Poland,56400.0,4892239.3,225219.45
2016,7139000,Turkey,432000.0,5366320.64,247044.28
2016,12079910,Belgium,55144.0,1392092.24,64086.45
2016,9041100,India,18750.0,1148374.11,52866.62
2016,12074090,Italy,76000.0,1764229.25,81218.17
2016,42050000,Japan,717.5,1724437.51,79386.31
2016,73110000,Djibouti,17360.0,1613228.1,74266.67
2016,41120000,Thailand,46702.0,72449624.01,3335295.57
2016,15219020,Japan,34000.0,6835675.18,314687.58
2016,9103000,Morocco,177000.0,3500653.25,161156.3
2016,41139000,India,7775.0,1324309.91,60966.02
2016,12074090,"Korea, Republic of",1153110.0,31613007.36,1455338.46
2016,12129900,United Arab Emirates,224.46,18900.86,870.12
2016,13012000,India,100000.0,3144576.7,144763.94
2016,21032000,Congo,125.5,2217.28,102.07
2016,52094200,Madagascar,54706.83,2858131.82,131577.15
2016,9011100,Turkey,56402.0,3337638.21,153651.73
2016,52094200,Peru,77486.6,3055616.02,140668.54
2016,41120000,Italy,99555.91,48139465.77,2216151.55
2016,26201900,Kenya,51275.0,489404.23,22530.24
2016,9093100,United States,7120.0,461038.13,21224.39
2016,32082000,Somalia,25100.0,427123.62,19663.09
2016,9092100,Oman,20000.0,423623.29,19501.95
2016,7135000,South Sudan,27000.0,394585.94,18165.18
2016,12079990,Hungary,19000.0,386385.02,17787.65
2016,22085000,South Sudan,12245.8,379018.0,17448.5
2016,5119990,South Africa,49.0,346987.8,15973.95
2016,62079100,Greece,2680.0,343161.33,15797.8
2016,41120000,"Korea, Democratic People's Rep. of",162.0,326459.41,15028.91
2016,39269090,Portugal,24082.0,287248.24,13223.78
2016,35052000,Sudan,5083.01,270802.66,12466.69
2016,12099100,United States,29.7,236384.31,10882.2
2016,71031000,Mexico,11.59,235811.69,10855.84
2016,61099000,Kenya,91.2,60936.88,2805.29
2016,62021900,Kenya,91.92,57417.52,2643.28
2016,11043090,South Africa,648.0,50844.45,2340.68
2016,61044200,Denmark,39.0,50321.08,2316.58
2016,8101000,Malaysia,550.0,47458.17,2184.79
2016,10049000,Israel,1500.0,46986.09,2163.05
2016,61091000,Kenya,137.0,42247.92,1944.93
2016,11061000,Denmark,420.0,42180.91,1941.84
2016,61051000,Kenya,114.2,40038.02,1843.19
2016,70131090,United States,200.0,37859.67,1742.91
2016,11043090,Canada,1040.0,36051.55,1659.67
2016,9019000,United States,800.0,42613.07,1961.74
2016,44190010,Australia,368.0,33736.15,1553.08
2016,57025000,United States,243.11,32971.36,1517.87
2016,73090000,Somalia,17820.0,718398.14,33072.22
2016,9011100,Djibouti,23580.0,1761148.76,81076.36
2016,71031000,United Arab Emirates,24.87,685465.74,31556.16
2016,1061300,Sudan,18130.0,905291.31,41676.05
2016,64039900,Kenya,2153.0,564596.6,25991.8
2016,62069000,United States,11960.77,2212426.82,101851.41
2016,6021000,Italy,34180.0,12739113.49,586458.65
2016,2086000,Oman,2030.0,110120.62,5069.52
2016,61112000,Germany,4983.31,500746.46,23052.39
2016,61109000,Germany,35546.3,2988898.85,137597.14
2016,61082900,United States,7219.19,517330.14,23815.84
2016,19059020,Australia,545.0,53307.19,2454.05
2016,8051000,Somalia,21080.0,294149.33,13541.48
2016,64051000,Switzerland,112.0,146916.69,6763.47
2016,9024000,United States,3760.0,568926.43,26191.13
2016,7051900,Nigeria,4303.0,105709.87,4866.46
2016,68062000,Israel,1000.0,109464.47,5039.31
2016,7051900,United Arab Emirates,19929.0,524809.92,24160.18
2016,30023000,Uganda,267.0,166964.64,7686.39
2016,9041200,United Arab Emirates,13765.0,341327.27,15713.37
2016,6021000,Belgium,225147.82,55502089.28,2555097.78
2016,39251000,Somalia,200.0,28083.64,1292.86
2016,9083200,South Africa,100.0,26781.93,1232.93
2016,75089000,South Africa,938.0,164457.57,7570.97
2016,19041000,United Kingdom,239.0,23516.69,1082.62
2016,75089000,Spain,40.0,23147.56,1065.62
2016,7081000,South Africa,565.5,22047.35,1014.97
2016,41120000,Kenya,12.0,21818.6,1004.44
2016,1041000,Yemen,3456.0,217444.75,10010.3
2016,9012100,Denmark,100.0,20768.73,956.11
2016,61022000,Kenya,40.0,20310.2,935.0
2016,19041000,Denmark,250.0,19733.76,908.46
2016,62044200,Sweden,28.8,19592.3,901.95
2016,71031000,Hungary,0.31,18172.64,836.6
2016,10041000,Canada,400.0,17332.48,797.92
2016,41120000,Cambodia,14.0,16824.18,774.52
2016,71031000,Japan,0.38,16418.12,755.83
2016,19049000,United States,150.0,16249.2,748.05
2016,5069000,Netherlands,194.0,16225.57,746.96
2016,40111000,South Africa,197.0,16202.1,745.88
2016,39241090,Sweden,40.0,15730.25,724.16
2016,6031100,"Korea, Democratic People's Rep. of",174.24,14586.58,671.51
2016,63023100,United States,30.0,14104.3,649.31
2016,62121000,Canada,39.5,13701.75,630.77
2016,13021300,Burundi,30.0,13265.7,610.7
2016,70133300,South Africa,90.0,12961.68,596.7
2016,61099000,South Africa,155.0,12310.88,566.74
2016,9083100,Switzerland,35.0,11881.54,546.98
2016,46012100,United States,243.11,11869.71,546.43
2016,19059020,Bulgaria,200.0,11716.32,539.37
2016,94016900,Germany,82.0,11435.12,526.43
2016,12075000,Israel,500.0,11341.47,522.12
2016,7132000,Norway,135.0,10692.65,492.25
2016,52064200,"Korea, Republic of",181.44,9316.42,428.89
2016,11042200,Switzerland,149.0,9181.19,422.67
2016,11062000,Malta,60.0,8775.05,403.97
2016,57050000,Denmark,35.0,8633.52,397.45
2016,41131000,Kenya,12.0,8500.7,391.34
2016,8111000,Nigeria,200.0,8199.47,377.47
2016,62071100,Israel,60.0,7961.34,366.51
2016,63022100,Israel,95.0,7788.27,358.54
2016,72104100,South Sudan,2450.0,70288.32,3235.8
2016,11042200,Canada,3867.0,72517.17,3338.4
2016,11062000,United Kingdom,455.0,26563.78,1222.9
2016,61051000,United States,120400.64,8798312.65,405039.69
2016,11081200,United States,870.0,39887.58,1836.27
2016,22072000,Somalia,3876.0,50856.04,2341.21
2016,25059000,South Sudan,462000.0,44574.71,2052.05
2016,62149000,Israel,530.99,111227.47,5120.48
2016,44190010,Israel,441.0,39773.41,1831.01
2016,58063100,United States,176.0,82607.14,3802.91
2016,69111000,Australia,323.0,36841.89,1696.06
2016,49019900,Turkey,40.0,7700.0,354.48
2016,11061000,Malta,50.0,7564.73,348.25
2016,62042900,Malaysia,62.1,7498.44,345.2
2016,11010000,Canada,47.0,7308.45,336.45
2016,69120010,Denmark,150.0,7141.15,328.75
2016,44201010,Germany,51.0,7097.49,326.74
2016,11042900,Sweden,100.0,6941.22,319.55
2016,11032000,Norway,20.0,6937.51,319.38
2016,68141000,Australia,117.0,6928.65,318.97
2016,39269090,Turkey,34.5,6600.0,303.84
2016,9024000,Australia,33.0,6092.36,280.47
2016,71031000,Poland,0.01,6057.54,278.87
2016,7129090,New Zealand,7.65,5800.96,267.05
2016,19019010,United States,103.0,5648.53,260.04
2016,12119000,United States,50.0,5575.02,256.65
2016,6042000,Turkey,60.0,5375.0,247.44
2016,19054000,Australia,50.0,5231.76,240.85
2016,9019000,Canada,23.0,5086.0,234.14
2016,11042200,Australia,100.0,4874.76,224.41
2016,41120000,Turkey,4.0,4852.84,223.41
